gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalCharges_per_month,Churn
1,0,1,0,2,1,1,0,0,1,1,1,1,1,104.4,242.8,1,0,0,0,0,1,0,80.93333333333334,1
1,0,0,0,58,1,0,1,1,1,0,1,1,1,108.3567868951082,6145.023725678787,1,0,0,0,0,0,0,104.15294450303028,1
0,0,0,0,1,1,1,0,1,0,0,0,0,1,79.23667978398329,79.23667978398329,1,0,0,0,0,0,0,39.618339891991646,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,21.05,21.05,0,1,0,0,0,0,1,10.525,0
0,1,1,0,23,1,1,0,1,1,0,1,1,1,104.45,2184.85,1,0,0,0,0,1,0,91.03541666666666,0
1,1,0,0,35,1,1,1,1,1,1,1,1,1,110.8,3836.3,1,0,1,0,0,0,0,106.5638888888889,0
0,0,0,0,5,1,0,0,0,0,0,0,0,1,75.6889039189065,352.86463355183633,1,0,0,0,0,0,0,58.81077225863939,1
1,0,0,0,15,1,1,0,1,0,0,1,1,1,100.15,1415.0,1,0,0,0,0,1,0,88.4375,0
1,1,1,0,70,1,1,1,0,0,0,0,1,1,90.85,6470.1,1,0,0,0,0,1,0,91.1281690140845,0
0,0,0,0,31,1,0,0,1,0,0,1,1,1,94.5,2979.2,1,0,0,0,0,1,0,93.1,0
1,0,1,1,51,0,0,0,0,1,1,1,1,1,56.15,2898.95,0,0,1,0,0,1,0,55.74903846153846,0
1,0,0,0,47,0,0,1,0,1,1,0,0,0,41.9,1875.25,0,0,0,1,0,0,1,39.067708333333336,0
1,0,0,0,11,1,0,0,0,0,0,1,1,0,92.11756744208581,1046.8404204650362,1,0,0,0,0,0,0,83.63411295732001,1
0,0,0,0,28,1,1,1,1,0,0,0,1,1,94.5,2659.4,1,0,0,0,1,0,0,91.70344827586207,1
1,1,0,1,30,1,1,0,0,0,1,1,1,1,101.3,2974.5,1,0,0,0,0,1,0,95.95161290322581,0
0,0,1,0,29,0,0,0,0,0,0,1,0,0,33.75,1009.25,0,0,0,0,0,0,1,33.641666666666666,0
0,0,1,0,20,1,0,0,0,0,0,0,0,1,72.77801227725989,1465.5300964170044,1,0,0,0,0,1,0,69.78714744842877,1
1,0,1,1,64,1,1,0,0,0,0,0,0,1,24.05,1559.15,0,1,0,1,0,0,1,23.986923076923077,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.25,25.25,0,0,0,0,0,1,0,12.625,1
0,1,1,0,57,1,1,0,1,1,0,0,1,1,95.25,5427.05,1,0,0,0,0,0,0,93.5698275862069,1
1,0,0,0,7,1,1,0,0,0,0,0,0,0,72.44601137480306,560.1392856429385,0,0,0,0,0,0,0,64.75749267234252,1
1,0,0,0,26,0,0,0,0,0,0,0,0,1,32.3732014443559,854.6028750474728,0,0,0,0,0,0,0,30.76812122260141,1
1,0,0,0,3,1,0,0,0,0,0,0,0,0,20.2,65.95,0,1,0,0,0,1,0,16.4875,0
0,0,1,1,47,1,1,1,1,1,1,1,1,1,113.45,5317.8,1,0,1,0,0,0,0,110.78750000000001,0
0,0,0,0,25,1,0,0,0,0,0,0,1,1,87.16969821516892,2234.601565554078,1,0,0,0,0,1,0,85.18214932294339,1
0,1,1,0,55,1,1,0,1,1,1,1,1,1,113.6,6292.7,1,0,0,1,0,1,0,112.36964285714285,0
0,0,0,0,17,1,1,0,0,0,0,0,0,1,81.7336731175212,1454.5630690441212,1,0,0,0,0,0,0,77.54257625044734,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.72688949580524,24.72688949580524,0,0,0,0,0,0,0,12.36344474790262,1
1,0,0,0,17,1,1,0,0,0,0,0,0,0,92.00427642202293,1610.292154850645,1,0,0,0,0,1,0,86.83337811159741,1
1,1,0,0,37,1,1,0,0,0,0,0,0,1,76.4398576929849,2861.750858533593,1,0,0,0,0,1,0,75.30923311930508,1
1,0,1,1,11,1,0,0,0,0,0,0,0,1,20.0,196.35,0,1,1,0,0,0,1,16.3625,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.9,35.9,0,0,0,0,0,1,0,17.95,1
1,0,1,1,1,1,0,0,0,0,0,0,0,1,44.35,44.35,0,0,0,0,0,0,0,22.175,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,71.04627015523593,71.04627015523593,1,0,0,0,0,1,0,35.523135077617965,1
1,0,0,0,2,1,0,0,0,0,0,1,1,1,90.81223655580669,168.51664547040224,1,0,0,0,0,1,0,56.172215156800746,1
0,0,1,0,67,1,1,0,1,1,0,1,1,0,104.1,7040.85,1,0,1,0,0,1,0,103.54191176470589,1
1,1,1,1,72,1,1,1,1,1,1,1,1,1,88.05,6425.65,0,0,0,1,1,0,0,88.02260273972603,0
1,0,0,0,54,1,1,0,1,0,0,1,1,0,110.85993604874606,6014.753572638827,1,0,0,0,0,1,0,109.1113105072816,1
1,0,0,0,2,0,0,0,0,0,0,0,0,1,33.203097062770794,64.36905750211349,0,0,0,0,0,1,0,21.4563525007045,1
0,0,0,0,14,1,0,0,0,0,0,0,0,1,88.9727642555409,1303.2399539061973,1,0,0,0,0,1,0,84.27771321438779,1
1,1,1,0,61,1,1,1,1,1,1,0,0,1,94.2,5895.45,1,0,0,0,1,0,0,95.08790322580644,0
0,1,0,0,5,1,0,0,1,0,0,0,1,1,85.55,408.5,1,0,0,0,0,1,0,68.08333333333333,0
1,1,0,0,5,0,0,0,1,0,0,0,0,0,28.45,131.05,0,0,0,0,0,1,0,21.84166666666667,1
1,0,0,0,22,1,0,0,1,0,0,0,0,0,84.29180062876698,1855.656682487555,0,0,0,0,0,0,1,80.67305877632977,1
1,1,0,0,12,1,1,0,1,0,0,1,0,1,91.3,1094.5,1,0,0,0,0,1,0,84.1923076923077,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.9,44.9,0,0,0,0,0,0,0,22.45,1
0,0,0,0,18,1,1,0,0,1,1,1,1,1,82.0,1425.45,0,0,1,0,1,0,0,75.02368421052631,1
1,1,1,0,11,1,1,0,0,1,1,1,1,1,104.05,1133.65,1,0,0,0,0,0,0,94.47083333333335,1
0,0,0,0,18,1,0,0,0,0,0,0,0,0,20.05,388.6,0,1,0,1,1,0,0,20.45263157894737,0
0,0,0,0,53,1,0,0,0,0,0,0,0,0,19.65,978.0,0,1,0,1,0,0,0,18.11111111111111,0
0,0,0,0,43,1,0,0,1,0,0,1,1,0,100.62431525009941,4396.539836247845,1,0,0,0,0,1,0,98.06690662316907,1
1,0,1,1,57,1,1,0,1,0,0,1,1,1,100.6,5611.7,1,0,0,0,0,1,0,96.75344827586207,0
0,1,0,0,72,1,1,0,0,0,0,0,0,1,25.1,1789.9,0,1,0,1,1,0,0,24.519178082191782,0
0,0,0,0,4,1,0,0,0,0,0,0,1,1,55.9,238.5,0,0,0,0,0,1,0,47.7,0
1,0,1,1,35,0,0,1,0,0,1,1,0,1,46.35,1662.05,0,0,0,1,1,0,0,46.168055555555554,0
1,0,0,0,35,1,0,0,0,0,0,0,0,0,19.25,617.65,0,1,0,0,0,0,0,17.156944444444445,0
0,0,0,0,20,1,0,0,1,0,0,0,0,1,51.8,1023.85,0,0,0,0,0,0,1,48.75476190476191,0
0,0,0,0,19,1,0,0,0,0,0,0,0,1,20.54600948669622,379.29413968601256,0,1,0,0,0,0,0,19.197402958470363,1
1,0,1,0,24,1,1,1,1,1,0,0,0,0,66.3,1559.45,0,0,0,0,0,0,1,62.378,0
1,0,1,1,40,1,1,0,1,1,0,1,0,1,96.35,3915.4,1,0,0,0,1,0,0,95.49756097560976,0
1,0,1,0,7,1,0,1,0,1,1,1,1,0,81.25,580.1,0,0,0,0,0,0,0,72.5125,0
1,0,0,0,1,1,0,0,0,0,0,0,1,1,56.25,56.25,0,0,0,0,0,1,0,28.125,1
0,0,0,0,53,1,1,0,0,0,0,1,0,0,85.45,4517.25,1,0,0,0,0,0,0,83.65277777777777,1
1,0,1,1,66,1,0,1,0,0,0,1,0,1,59.75,3996.8,0,0,0,1,0,1,0,59.65373134328358,0
0,0,1,1,13,1,0,0,0,1,0,1,1,1,96.65,1162.85,1,0,0,0,0,0,1,83.06071428571428,1
0,1,0,0,14,1,1,0,0,0,0,1,1,1,95.6,1273.3,1,0,0,0,0,1,0,84.88666666666667,0
0,0,1,1,58,1,0,0,1,0,1,1,1,1,75.2,4300.8,0,0,1,0,1,0,0,72.89491525423729,0
1,0,0,0,6,1,0,0,1,0,0,0,1,1,85.95,514.6,1,0,0,0,0,0,1,73.51428571428572,0
0,0,0,0,16,1,0,0,0,0,0,0,0,0,54.06442547482628,897.9678314493854,0,0,0,0,0,0,0,51.88669503868325,1
0,0,0,0,57,1,1,0,1,1,0,1,1,1,111.14657038192794,6431.911096314889,1,0,1,0,0,1,0,110.31590892715717,1
1,0,0,0,4,1,0,0,0,0,0,0,0,1,70.15,268.35,1,0,0,0,0,1,0,53.67,1
0,0,0,0,19,1,1,0,0,1,1,0,0,0,59.55,1144.6,0,0,0,0,0,1,0,57.23,0
0,0,0,0,4,1,1,0,0,0,0,0,0,1,86.08181662976887,339.7879609569895,1,0,0,0,0,1,0,67.9575921913979,1
1,0,0,0,6,1,0,0,0,0,0,1,0,1,88.28645611714937,577.0215345740752,1,0,0,0,0,1,0,78.22397332153164,1
1,0,1,0,50,1,0,0,0,0,0,0,0,1,19.85,943.1,0,1,1,0,0,0,0,18.492156862745098,0
1,0,0,0,60,1,1,1,1,1,0,1,1,0,107.69329876521938,6458.6534948506915,0,0,0,1,0,0,0,105.50546566280657,1
0,0,1,0,40,1,1,0,0,1,0,0,0,1,84.34201747041932,3289.426832161246,1,0,0,0,0,0,0,79.35202905508433,1
0,0,1,1,19,1,0,0,1,0,1,0,0,0,97.36415850555895,1890.537392675032,1,0,0,0,0,0,0,91.9503481317909,1
0,0,0,0,19,1,1,0,0,0,0,0,1,1,86.0,1532.45,1,0,0,0,0,0,0,76.6225,1
1,0,1,1,63,1,0,0,0,0,0,0,0,0,19.35,1263.85,0,1,0,1,0,1,0,19.74765625,0
0,0,0,0,5,1,0,0,0,0,1,1,1,1,98.6132136637909,462.99965219120133,1,0,0,0,0,0,0,77.16660869853357,1
0,0,0,0,30,1,0,0,0,0,0,0,0,0,19.873010532795092,659.9274579601104,0,1,0,0,0,0,0,20.89673160705942,1
0,0,0,0,40,0,0,1,1,1,0,1,1,0,62.05,2511.55,0,0,1,0,1,0,0,61.25731707317074,0
1,0,1,1,39,1,0,0,0,1,1,0,0,1,81.5,3107.3,1,0,0,0,0,0,0,77.6825,0
1,0,0,0,15,1,0,0,0,1,0,0,0,1,89.66147235372198,1430.141948432405,1,0,0,0,0,0,0,84.28793244357256,1
1,0,0,0,10,0,0,0,0,0,0,0,0,0,28.993686350181182,291.2655357400371,0,0,0,0,0,0,0,25.952433573671378,1
1,1,1,1,31,1,0,0,0,1,1,1,1,1,98.9,2911.3,1,0,0,0,0,1,0,90.978125,1
0,0,0,0,16,1,0,0,0,0,0,0,0,1,90.54195481495177,1485.0344967453045,1,0,0,0,0,1,0,84.3061597523078,1
0,0,0,0,3,1,0,0,0,0,0,1,0,0,81.00106221593147,267.524685496089,1,0,0,0,0,0,0,66.88117137402224,1
1,0,0,0,19,1,0,0,0,0,0,0,1,1,56.2,1093.4,0,0,0,0,0,1,0,54.67,0
1,0,0,1,10,0,0,1,1,0,1,0,0,0,40.25,411.45,0,0,1,0,0,0,1,37.404545454545456,0
0,0,1,1,15,1,0,0,0,0,0,0,0,1,20.0,288.05,0,1,0,0,0,1,0,18.003125,1
1,0,0,0,8,1,1,0,0,0,0,1,0,1,87.05,762.1,1,0,0,0,0,1,0,84.67777777777778,1
1,0,1,1,69,0,0,0,1,1,0,1,1,1,54.95,3772.5,0,0,0,1,1,0,0,53.892857142857146,0
0,0,0,0,5,1,1,0,1,1,0,1,1,0,105.17354292353085,544.8522430397098,1,0,0,0,0,0,0,79.19569919889969,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,75.3,75.3,1,0,0,0,0,0,1,37.65,1
1,0,0,0,39,0,0,0,0,0,0,1,1,0,60.40994935503124,2343.784766094032,0,0,0,0,0,0,0,57.71352153051468,1
1,0,1,1,72,1,1,1,1,1,1,1,1,0,89.8,6510.45,0,0,0,1,1,0,0,89.18424657534246,0
0,0,1,0,16,1,0,0,0,0,0,0,0,0,82.58694826757659,1321.1255271551454,1,0,0,0,0,0,0,76.92305288088411,1
0,1,1,0,41,1,0,0,0,0,0,0,0,0,83.44300104308589,3274.3802926334724,1,0,0,0,0,0,0,77.73237342260252,1
1,1,1,0,43,1,1,1,0,1,1,1,1,1,109.55,4830.25,1,0,1,0,0,0,1,109.7784090909091,1
0,0,0,0,27,1,0,0,0,0,0,0,0,1,19.4,460.25,0,1,0,0,1,0,0,16.4375,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,75.94347560588544,216.87823848175927,1,0,0,0,1,0,0,54.21955962043982,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.593510233397303,20.593510233397303,0,1,0,0,0,0,1,10.296755116698652,1
0,0,0,1,11,1,1,0,0,1,0,0,0,1,78.0,851.8,1,0,0,0,0,0,1,70.98333333333333,0
0,0,1,1,35,1,1,1,1,1,1,0,0,1,69.15,2490.15,0,0,0,1,1,0,0,69.17083333333333,0
1,1,1,0,58,1,1,0,1,0,0,1,1,1,97.8,5458.8,1,0,1,0,0,0,0,92.52203389830508,0
1,1,0,0,66,1,1,0,1,1,0,1,1,0,108.1,7238.6,1,0,1,0,0,0,0,108.03880597014926,0
0,0,1,0,72,1,1,0,0,0,0,0,0,0,25.75,1864.2,0,1,0,1,1,0,0,25.536986301369865,0
1,0,1,1,45,1,1,0,0,0,0,0,0,1,25.9,1216.6,0,1,1,0,1,0,0,26.44782608695652,0
0,0,0,0,5,1,1,0,0,0,0,0,0,1,84.0975715555703,451.45466739103057,1,0,0,0,0,0,0,75.24244456517177,1
1,0,1,1,58,1,1,1,0,1,1,1,0,0,75.8,4415.75,0,0,0,1,0,0,1,74.84322033898304,0
0,0,1,1,68,1,1,1,1,1,1,1,1,1,114.7,7849.85,1,0,0,1,0,0,0,113.7659420289855,0
1,0,0,1,11,1,0,0,0,0,0,0,0,0,20.1,221.35,0,1,0,0,1,0,0,18.445833333333333,1
0,0,1,1,11,1,0,0,0,0,0,1,1,0,90.6,1020.2,1,0,0,0,0,1,0,85.01666666666667,0
0,1,0,0,9,1,0,0,1,0,0,1,0,1,97.7616444014465,922.971054287588,1,0,0,0,0,0,0,90.23419769218741,1
1,0,0,0,9,1,0,1,0,0,0,0,0,1,74.85,708.2,1,0,0,0,0,1,0,70.82000000000001,0
0,0,1,0,64,1,1,0,1,1,0,0,0,0,89.83241597878632,5769.233248894401,1,0,0,0,0,1,0,87.51059375385869,1
0,0,0,0,9,1,0,0,0,0,0,0,0,1,20.15,163.7,0,1,1,0,0,0,1,16.369999999999997,0
0,0,1,0,13,1,1,0,0,1,0,1,1,1,102.25,1359.0,1,0,0,0,1,0,0,97.07142857142857,1
0,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7732.65,1,0,0,1,1,0,0,105.92671232876712,0
0,0,0,1,18,1,0,0,0,0,0,0,0,1,45.65,747.2,0,0,0,0,1,0,0,39.32631578947369,0
0,0,1,0,72,0,0,1,1,1,1,1,1,1,64.7,4746.05,0,0,0,1,0,1,0,65.01438356164384,0
0,0,0,0,23,1,0,0,0,0,0,1,0,0,99.37537474770782,2331.488905573052,1,0,0,0,0,1,0,96.6347794165306,1
1,0,0,0,3,1,1,0,0,0,0,0,0,1,75.68370712778794,256.52724686840725,1,0,0,0,0,0,0,64.13181171710181,1
0,0,1,0,72,1,1,1,1,1,1,1,1,1,90.25,6369.45,0,0,0,1,1,0,0,87.2527397260274,0
1,0,0,0,8,1,0,0,0,0,1,0,0,0,49.4,408.25,0,0,0,0,0,1,0,45.361111111111114,0
1,0,0,0,64,1,1,0,1,1,1,1,1,1,110.5,7069.25,1,0,0,1,1,0,0,108.75769230769231,0
0,0,0,0,38,1,1,0,0,1,0,1,1,1,104.80037780336987,4030.5721039095697,1,0,0,0,0,0,0,101.33213058313137,1
1,0,0,0,13,1,0,0,0,0,0,0,0,1,73.45715463953228,940.407067654615,0,0,0,0,0,0,0,66.77852195340498,1
1,0,1,0,5,1,0,0,0,0,0,0,0,1,68.95,351.5,1,0,0,0,0,1,0,58.583333333333336,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,46.288694808594265,46.288694808594265,0,0,0,0,0,0,0,23.144347404297132,1
1,1,1,1,3,1,0,1,0,0,1,1,0,1,88.3,273.75,1,0,0,0,0,0,1,68.4375,1
0,0,1,0,36,1,1,0,0,0,0,1,1,1,95.4,3474.2,1,0,0,0,0,1,0,93.89729729729729,0
1,0,1,0,52,0,0,1,0,1,0,0,0,0,35.45,1958.95,0,0,1,0,0,0,1,36.96132075471698,0
0,1,1,0,1,1,1,0,0,0,0,1,1,1,95.1,95.1,1,0,0,0,0,1,0,47.55,1
1,0,0,0,3,1,0,0,0,0,0,0,0,0,50.67816362608455,151.3,0,0,0,0,0,0,0,33.563843373408645,1
0,0,0,0,21,1,0,0,0,0,0,0,0,0,20.5,402.85,0,1,0,0,1,0,0,18.311363636363637,0
0,0,1,0,53,1,1,0,0,0,0,0,0,0,89.63138943377604,4752.175470543376,0,0,0,0,0,0,0,89.83513100412173,1
0,0,0,0,10,1,0,0,0,0,0,1,1,1,103.64766507104078,1081.265533262611,1,0,0,0,0,1,0,97.70559760804177,1
1,0,0,0,65,1,1,0,1,0,1,1,1,1,105.05,6744.25,1,0,1,0,0,0,0,102.18560606060606,0
1,0,0,0,2,1,0,0,0,0,0,1,0,1,79.65,152.7,1,0,0,0,0,0,1,50.9,1
1,0,0,0,1,1,1,0,0,0,0,1,1,0,95.65,95.65,1,0,0,0,0,0,1,47.825,1
0,0,0,0,49,1,1,0,0,0,1,1,0,1,66.15,3199.0,0,0,0,1,0,0,0,63.98,0
1,1,1,0,25,1,0,0,0,0,0,0,0,1,69.3,1813.1,1,0,0,0,0,1,0,69.73461538461538,0
0,1,1,0,47,1,1,0,0,1,0,1,1,1,100.05,4871.05,1,0,0,0,0,1,0,101.48020833333334,1
1,0,1,0,2,1,0,1,0,0,0,0,0,1,74.4,139.4,1,0,0,0,0,1,0,46.46666666666667,1
0,0,1,0,72,1,1,1,1,1,1,1,1,1,115.8,8424.9,1,0,0,1,0,0,0,115.40958904109588,0
1,0,0,0,14,1,0,0,1,0,0,0,1,1,86.3,1180.95,1,0,0,0,0,1,0,78.73,1
0,0,1,0,1,1,0,0,0,0,0,0,0,1,69.15,69.15,1,0,0,0,0,1,0,34.575,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,24.4,24.4,0,0,0,0,0,0,1,12.2,0
0,0,0,0,15,1,0,0,0,0,0,0,0,0,19.857724928487794,293.31417764595164,0,1,0,0,0,0,0,18.332136102871978,1
1,0,0,0,40,1,0,0,0,0,0,0,0,1,20.6,827.3,0,1,0,1,0,0,0,20.178048780487803,0
1,0,1,0,7,1,0,0,0,1,0,0,0,1,75.15,496.9,1,0,0,0,0,0,0,62.1125,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,80.67957685348698,157.73637010151637,1,0,0,0,0,0,0,52.5787900338388,1
1,0,1,1,26,1,0,1,1,0,0,0,0,0,81.95,2070.05,1,0,0,0,0,1,0,76.66851851851852,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.0,44.0,0,0,0,0,0,0,1,22.0,0
0,0,0,0,47,1,0,0,0,0,0,0,0,0,83.84161262341433,4059.8094853248813,1,0,0,0,0,0,0,84.57936427760168,1
1,0,0,1,33,1,1,0,0,0,0,0,0,1,79.72051783399839,2717.937579463228,1,0,0,0,0,0,0,77.78064903505957,1
0,0,0,1,26,0,0,0,1,0,0,1,0,1,39.95,1023.75,0,0,1,0,0,0,0,37.916666666666664,0
0,0,0,1,5,1,0,0,0,0,1,0,0,1,48.65,235.2,0,0,0,0,0,0,0,39.199999999999996,0
1,0,1,1,30,1,0,0,0,1,1,1,0,1,64.5,1985.15,0,0,1,0,0,1,0,64.03709677419356,0
0,1,0,0,33,1,1,0,0,0,0,1,0,0,104.0392628110363,3522.943603045744,1,0,0,0,0,0,0,104.09834226610607,1
1,0,1,0,46,1,1,0,1,0,1,1,1,1,103.15,4594.65,1,0,1,0,0,1,0,97.75851063829786,0
0,1,1,0,8,1,0,0,0,1,1,0,1,1,64.4,581.7,0,0,0,0,1,0,0,64.63333333333334,0
1,1,0,0,71,1,1,0,0,1,0,1,1,0,104.05,7413.55,1,0,0,1,0,0,0,102.96597222222222,0
1,0,0,0,57,1,1,1,1,0,1,0,0,1,87.55,4884.85,1,0,0,0,0,0,0,84.22155172413794,0
1,1,1,0,11,1,1,0,0,1,0,1,1,1,99.55,1131.2,1,0,0,0,0,1,0,94.26666666666667,1
0,0,0,0,4,1,0,0,0,0,0,0,0,1,79.8824115677727,338.9873526129545,1,0,0,0,0,0,0,67.7974705225909,1
0,0,0,0,21,1,0,0,0,0,0,1,1,1,100.2470591823545,2098.76639504263,1,0,0,0,0,1,0,93.67565513781064,1
1,0,1,1,3,1,0,0,0,0,0,0,0,0,44.3,134.5,0,0,0,0,0,0,1,33.625,1
1,0,0,0,1,1,1,0,0,0,0,0,0,1,74.65375419431633,74.65375419431633,1,0,0,0,0,0,1,37.32687709715817,1
0,0,1,1,69,1,1,0,1,1,0,1,0,0,95.75,6511.25,1,0,1,0,1,0,0,93.01785714285714,0
1,0,0,0,15,1,0,0,1,0,0,0,1,0,94.53630764805229,1425.6846103880732,1,0,0,0,0,0,0,89.10528814925458,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,50.1696286587731,50.1696286587731,0,0,0,0,0,0,1,25.08481432938655,1
0,0,0,0,7,1,0,0,0,0,0,0,0,0,74.8485736501727,520.6900012277271,1,0,0,0,0,1,0,65.08625015346588,1
1,0,0,0,21,1,1,0,0,0,0,1,1,1,97.35,2119.5,1,0,0,0,0,1,0,96.3409090909091,1
1,1,0,0,64,1,0,1,1,0,1,1,0,1,70.2,4481.0,0,0,0,1,1,0,0,68.93846153846154,1
1,0,0,0,15,1,1,0,1,0,0,0,0,1,79.75,1111.85,1,0,0,0,0,1,0,69.490625,1
0,0,0,0,21,1,0,0,0,0,0,0,0,0,59.61818906154843,1243.7786599126446,0,0,0,0,0,0,0,55.51564361455897,1
0,0,1,1,72,1,0,1,0,1,1,1,1,1,104.9,7559.55,1,0,0,1,1,0,0,103.5554794520548,0
1,1,1,0,72,1,1,0,1,1,1,1,1,1,110.8,7882.25,1,0,0,1,1,0,0,107.97602739726027,0
0,0,0,0,16,1,0,0,0,0,0,0,0,1,74.34384288287364,1289.3765316472648,1,0,0,0,0,0,0,75.08857361837474,1
0,0,0,0,16,1,0,0,0,1,0,0,0,1,89.64114327652491,1540.0800840451136,1,0,0,0,0,0,0,85.75773529226278,1
0,0,0,0,21,0,0,0,0,0,0,0,0,0,51.76339012757605,987.440005171822,0,0,0,0,0,0,0,46.920632360773325,1
0,0,0,0,15,1,0,0,0,0,0,1,1,1,95.55353094217237,1510.0134968065365,1,0,0,0,0,1,0,89.74192933093201,1
0,0,0,0,4,1,0,0,0,1,0,0,0,1,73.9,280.85,1,0,0,0,0,1,0,56.17,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,45.3,45.3,0,0,0,0,0,0,1,22.65,1
0,0,1,0,6,1,1,0,0,0,0,0,0,1,75.5,438.0,1,0,0,0,0,1,0,62.57142857142857,1
1,0,0,1,19,1,1,1,1,0,1,1,0,1,75.9,1375.6,0,0,0,0,0,0,1,68.78,0
0,0,0,0,7,1,1,0,1,0,0,1,1,1,99.8,673.25,1,0,0,0,0,1,0,84.15625,1
1,0,1,0,12,0,0,0,0,1,0,1,1,1,49.85,617.15,0,0,0,0,0,0,0,47.473076923076924,0
0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.73660899079783,69.73660899079783,1,0,0,0,0,1,0,34.86830449539892,1
0,0,0,0,4,1,0,0,0,0,0,1,0,1,78.76842927554469,302.9763219566585,0,0,0,0,0,1,0,60.5952643913317,1
0,0,0,1,62,1,0,0,0,0,0,0,0,0,20.0,1250.1,0,1,0,1,0,0,0,19.84285714285714,0
1,0,1,0,57,1,0,0,0,0,0,0,0,1,19.6,1134.25,0,1,0,1,0,0,0,19.55603448275862,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.75,19.75,0,1,0,0,1,0,0,9.875,0
0,1,0,0,43,1,0,0,0,0,0,1,1,1,89.55,3856.75,1,0,0,0,0,0,1,87.6534090909091,1
1,0,1,1,23,1,1,1,1,1,1,1,1,1,91.1,2198.3,0,0,0,1,1,0,0,91.59583333333335,0
1,1,0,0,65,1,1,0,1,1,0,1,0,1,95.45,6223.3,1,0,0,0,0,0,0,94.29242424242425,0
1,0,1,1,43,1,1,0,0,0,0,0,0,1,24.45,993.15,0,1,1,0,0,0,0,22.571590909090908,0
1,1,0,0,6,1,0,1,0,0,0,0,0,1,74.1,450.9,1,0,0,0,0,1,0,64.41428571428571,0
0,0,0,0,45,1,1,0,1,0,0,0,1,1,94.68926385322965,4151.91823138407,1,0,0,0,0,1,0,89.74775947001177,1
0,0,0,0,11,1,1,0,0,0,0,1,1,1,100.58259703906502,1146.0051022088353,1,0,0,0,0,1,0,93.74722507692735,1
0,0,0,0,34,1,1,0,0,0,0,1,1,1,97.07136755220822,3476.147203681661,1,0,0,0,0,1,0,97.53313645176536,1
1,1,1,0,72,1,1,1,1,1,1,1,1,1,115.75,8443.7,1,0,0,1,1,0,0,115.66712328767125,0
0,1,0,0,5,1,0,0,0,0,0,0,0,0,20.05,94.15,0,1,0,0,0,0,0,15.691666666666668,0
1,0,1,0,22,1,0,0,1,1,0,0,0,1,54.7,1178.75,0,0,0,0,0,0,1,51.25,0
0,0,0,0,1,1,0,0,0,0,0,1,1,1,62.8,62.8,0,0,0,0,0,0,1,31.4,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,70.0,70.0,1,0,0,0,0,1,0,35.0,1
1,0,1,0,30,1,0,0,1,1,1,0,1,0,70.25,2198.9,0,0,1,0,0,0,0,70.93225806451613,0
1,0,0,0,14,1,0,0,0,0,1,0,1,0,59.1,772.85,0,0,1,0,1,0,0,51.52333333333333,0
0,1,1,0,1,1,1,0,0,0,0,0,0,0,74.3,74.3,1,0,0,0,0,1,0,37.15,0
0,0,0,0,67,1,1,1,1,1,1,1,1,1,113.92638921611164,7848.258503681656,1,0,0,0,0,0,0,113.99121519455174,1
1,0,1,0,72,0,0,1,1,1,1,1,1,0,65.5,4919.7,0,0,0,1,0,0,0,67.3931506849315,0
1,0,1,1,71,1,1,1,1,1,1,0,0,0,71.1,5224.95,0,0,0,1,0,0,1,72.56875,0
1,0,0,0,21,1,0,1,0,1,1,0,0,1,60.25,1258.35,0,0,1,0,0,1,0,57.19772727272727,0
1,0,0,0,9,1,0,1,1,0,0,1,1,1,74.65,703.55,0,0,0,0,0,1,0,70.35499999999999,1
0,0,1,0,8,1,0,0,1,0,0,0,0,1,49.55,393.45,0,0,0,0,0,0,0,43.71666666666667,0
0,0,0,0,1,1,0,0,0,0,0,1,0,1,78.95,78.95,1,0,0,0,0,1,0,39.475,1
1,0,1,1,27,1,0,1,1,1,1,0,0,0,66.15,1874.45,0,0,1,0,0,0,1,66.94464285714285,0
